gene	transcript	obs_mis	exp_mis	oe_mis	mu_mis	possible_mis	obs_mis_pphen	exp_mis_pphen	oe_mis_pphen	possible_mis_pphen	obs_syn	exp_syn	oe_syn	mu_syn	possible_syn	obs_lof	mu_lof	possible_lof	exp_lof	pLI	pNull	pRec	oe_lof	oe_syn_lower	oe_syn_upper	oe_mis_lower	oe_mis_upper	oe_lof_lower	oe_lof_upper	constraint_flag	syn_z	mis_z	lof_z	oe_lof_upper_rank	oe_lof_upper_bin	oe_lof_upper_bin_6	n_sites	classic_caf	max_af	no_lofs	obs_het_lof	obs_hom_lof	defined	p	exp_hom_lof	classic_caf_afr	classic_caf_amr	classic_caf_asj	classic_caf_eas	classic_caf_fin	classic_caf_nfe	classic_caf_oth	classic_caf_sas	p_afr	p_amr	p_asj	p_eas	p_fin	p_nfe	p_oth	p_sas	transcript_type	gene_id	transcript_level	cds_length	num_coding_exons	gene_type	gene_length	exac_pLI	exac_obs_lof	exac_exp_lof	exac_oe_lof	brain_expression	chromosome	start_position	end_position
CRISP2	ENST00000339139	143	1.2846e+02	1.1132e+00	6.2856e-06	1591	59	5.1783e+01	1.1394e+00	633	46	4.8669e+01	9.4515e-01	2.6882e-06	433	17	7.3235e-07	173	1.4964e+01	1.4437e-12	9.8568e-01	1.4324e-02	1.1361e+00	7.4500e-01	1.2080e+00	9.7100e-01	1.2790e+00	7.7600e-01	1.6810e+00		3.0077e-01	-4.5593e-01	-4.8773e-01	16703	8	5	24	4.1341e-04	1.9306e-04	125634	103	0	125737	4.0967e-04	2.1102e-02	2.9648e-03	4.3635e-04	8.0873e-04	1.0880e-04	0.0000e+00	2.1196e-04	1.6410e-04	1.6456e-04	2.9571e-03	4.3372e-04	7.9397e-04	1.0874e-04	0.0000e+00	2.1101e-04	1.6293e-04	1.6333e-04	protein_coding	ENSG00000124490	2	729	7	protein_coding	21202	7.5532e-10	13	1.1091e+01	1.1721e+00	NA	6	49660073	49681274
UNC93A	ENST00000230256	295	2.7052e+02	1.0905e+00	1.6123e-05	2911	95	8.1053e+01	1.1721e+00	942	146	1.3016e+02	1.1217e+00	9.5303e-06	966	21	7.5859e-07	203	1.7754e+01	1.1634e-15	9.9702e-01	2.9784e-03	1.1828e+00	9.8000e-01	1.2870e+00	9.9100e-01	1.2010e+00	8.3700e-01	1.6860e+00		-1.0915e+00	-5.2883e-01	-7.1393e-01	16727	8	5	29	1.4698e-01	1.1109e-01	92094	31599	2055	125748	1.4421e-01	2.6153e+03	4.6703e-02	2.1583e-01	9.7681e-02	2.4052e-01	1.5873e-01	1.1078e-01	1.3356e-01	2.1088e-01	4.6672e-02	2.1288e-01	9.7292e-02	2.3937e-01	1.5772e-01	1.1035e-01	1.3013e-01	2.1065e-01	protein_coding	ENSG00000112494	2	1371	8	protein_coding	44851	1.3773e-06	11	1.5012e+01	7.3273e-01	NA	6	167684657	167729507
RAET1E	ENST00000357183	138	1.3879e+02	9.9433e-01	6.9446e-06	1710	18	2.0669e+01	8.7085e-01	326	48	5.4356e+01	8.8307e-01	2.9889e-06	503	10	5.0087e-07	111	9.7060e+00	2.3144e-07	8.4087e-01	1.5913e-01	1.0303e+00	7.0000e-01	1.1230e+00	8.6500e-01	1.1450e+00	6.3300e-01	1.6920e+00		6.7769e-01	2.3733e-02	-8.7456e-02	16772	8	5	2	2.7950e-05	1.9922e-05	125631	7	0	125638	2.7858e-05	9.7505e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.4060e-05	0.0000e+00	6.5364e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.4004e-05	0.0000e+00	6.5336e-05	protein_coding	ENSG00000164520	2	789	4	protein_coding	14728	1.8596e-05	8	9.5336e+00	8.3914e-01	NA	6	150204511	150219238
SAMD5	ENST00000367474	74	8.4971e+01	8.7089e-01	3.9863e-06	1072	28	4.3600e+01	6.4220e-01	489	31	3.8929e+01	7.9633e-01	1.8729e-06	360	3	1.7509e-07	51	4.0805e+00	1.2095e-02	3.2679e-01	6.6111e-01	7.3520e-01	5.9700e-01	1.0750e+00	7.2100e-01	1.0570e+00	3.2900e-01	1.6950e+00		9.9893e-01	4.2294e-01	4.9568e-01	16799	8	5	4	4.8232e-05	2.0100e-05	124458	12	0	124470	4.8206e-05	2.8924e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.3945e-05	0.0000e+00	1.9627e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.3918e-05	0.0000e+00	1.9607e-04	protein_coding	ENSG00000203727	2	519	2	protein_coding	228621	8.9800e-04	4	2.9744e+00	1.3448e+00	NA	6	147830063	148058683
OOEP	ENST00000370359	84	9.8078e+01	8.5646e-01	6.4705e-06	951	15	2.2830e+01	6.5703e-01	254	37	3.9168e+01	9.4466e-01	2.5126e-06	308	6	3.6138e-07	57	6.5710e+00	1.4291e-04	5.6654e-01	4.3332e-01	9.1310e-01	7.2600e-01	1.2430e+00	7.1700e-01	1.0270e+00	4.9600e-01	1.6970e+00		2.7227e-01	5.0515e-01	2.0643e-01	16828	8	5	10	8.4446e-05	3.6153e-05	124626	21	0	124647	8.4241e-05	8.8457e-04	6.4599e-04	1.4583e-04	0.0000e+00	0.0000e+00	0.0000e+00	5.3145e-05	0.0000e+00	0.0000e+00	6.4562e-04	1.4482e-04	0.0000e+00	0.0000e+00	0.0000e+00	5.3085e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000203907	2	447	3	protein_coding	26579	2.3072e-01	2	6.9922e+00	2.8603e-01	NA	6	74078278	74104856
PKIB	ENST00000258014	39	4.7257e+01	8.2527e-01	2.7242e-06	544	13	1.4837e+01	8.7621e-01	148	18	1.8646e+01	9.6534e-01	1.1493e-06	165	2	1.3166e-07	40	3.1324e+00	4.6118e-02	2.6306e-01	6.9082e-01	6.3849e-01	6.6600e-01	1.4310e+00	6.3800e-01	1.0780e+00	2.5400e-01	1.7050e+00		1.1765e-01	4.2685e-01	5.9290e-01	16885	8	5	2	4.4892e-05	3.6914e-05	125574	10	0	125584	3.9815e-05	1.9908e-04	4.1356e-04	3.1421e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.8267e-05	0.0000e+00	3.7434e-05	3.0766e-04	2.8924e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.6433e-05	0.0000e+00	3.2667e-05	protein_coding	ENSG00000135549	2	255	3	protein_coding	254443	2.1950e-01	1	2.7886e+00	3.5860e-01	NA	6	122793076	123047518
PLA2G7	ENST00000274793	274	2.2912e+02	1.1959e+00	1.0798e-05	2919	108	8.7815e+01	1.2299e+00	1148	78	7.6429e+01	1.0206e+00	3.5895e-06	805	29	1.0743e-06	280	2.2972e+01	5.3314e-22	9.9990e-01	1.0398e-04	1.2624e+00	8.4900e-01	1.2320e+00	1.0830e+00	1.3220e+00	9.3900e-01	1.7080e+00		-1.4127e-01	-1.0536e+00	-1.1654e+00	16901	8	5	33	1.6567e-03	9.6290e-04	125330	410	3	125743	1.6436e-03	3.3968e-01	6.1618e-04	1.3901e-03	0.0000e+00	3.8062e-04	1.8608e-04	8.2923e-04	1.3078e-03	8.0046e-03	6.1535e-04	1.3886e-03	0.0000e+00	3.8063e-04	1.8479e-04	8.2663e-04	1.3042e-03	7.9359e-03	protein_coding	ENSG00000146070	2	1323	11	protein_coding	31493	8.0228e-11	16	1.6637e+01	9.6174e-01	NA	6	46671938	46703430
HIST1H1D	ENST00000244534	368	1.1971e+02	3.0740e+00	5.2669e-06	1399	67	2.7272e+01	2.4567e+00	322	160	4.9577e+01	3.2273e+00	2.2450e-06	487	1	8.7730e-08	54	2.1478e+00	1.5610e-01	1.9432e-01	6.4958e-01	4.6559e-01	1.9090e+00	1.9980e+00	1.9540e+00	1.9990e+00	1.5800e-01	1.7100e+00	mis_too_many|syn_outlier	-1.2328e+01	-8.0640e+00	7.2575e-01	16906	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000124575	2	663	1	protein_coding	777	NA	NA	NA	NA	NA	6	26234440	26235216
GTF2H5	ENST00000607778	40	3.7867e+01	1.0563e+00	1.8600e-06	470	6	7.3692e+00	8.1420e-01	124	17	1.5406e+01	1.1034e+00	8.6263e-07	133	2	2.1460e-07	31	3.0938e+00	4.5238e-02	2.6728e-01	6.8749e-01	6.4645e-01	7.5400e-01	1.6400e+00	8.1900e-01	1.3750e+00	2.5700e-01	1.7140e+00		-3.1913e-01	-1.2315e-01	5.7625e-01	16929	8	5	5	5.5685e-05	3.5797e-05	125729	14	0	125743	5.5671e-05	3.8971e-04	0.0000e+00	2.8912e-05	0.0000e+00	0.0000e+00	0.0000e+00	9.6744e-05	0.0000e+00	6.5327e-05	0.0000e+00	2.8909e-05	0.0000e+00	0.0000e+00	0.0000e+00	9.6698e-05	0.0000e+00	6.5327e-05	protein_coding	ENSG00000272047	2	213	2	protein_coding	30993	4.6810e-02	2	2.9463e+00	6.7883e-01	NA	6	158589384	158620376
C6orf100	ENST00000377186	15	2.2188e+01	6.7603e-01	9.7768e-07	388	7	6.1996e+00	1.1291e+00	104	6	8.8292e+00	6.7956e-01	3.9854e-07	120	0	4.5048e-08	17	1.0261e+00	3.9610e-01	1.2193e-01	4.8198e-01	0.0000e+00	3.7100e-01	1.3360e+00	4.5100e-01	1.0410e+00	0.0000e+00	1.7150e+00		7.4847e-01	5.4230e-01	9.3869e-01	16938	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000204709	2	186	2	protein_coding	661	NA	NA	NA	NA	NA	6	28911654	28912314
TREML2	ENST00000483722	161	1.7180e+02	9.3712e-01	8.6020e-06	2037	42	3.8323e+01	1.0959e+00	485	72	6.9755e+01	1.0322e+00	3.6258e-06	681	13	6.6983e-07	129	1.1705e+01	1.1362e-09	9.4792e-01	5.2080e-02	1.1107e+00	8.5300e-01	1.2560e+00	8.2300e-01	1.0680e+00	7.2100e-01	1.7170e+00		-2.1132e-01	2.9291e-01	-3.5084e-01	16951	8	5	19	2.3477e-04	3.4021e-05	125693	55	0	125748	2.1872e-04	6.0153e-03	6.3767e-05	1.7689e-04	5.5051e-04	3.8064e-04	1.4281e-04	2.1957e-04	3.3666e-04	3.3100e-04	6.1518e-05	1.4455e-04	3.9690e-04	3.8063e-04	1.3859e-04	2.0218e-04	3.2579e-04	3.2668e-04	protein_coding	ENSG00000112195	2	963	5	protein_coding	10918	1.2920e-07	10	8.8534e+00	1.1295e+00	NA	6	41158015	41168932
SAPCD1	ENST00000415669	84	9.1585e+01	9.1719e-01	4.7821e-06	1130	18	2.0605e+01	8.7358e-01	305	31	3.6923e+01	8.3958e-01	1.7646e-06	357	10	4.8669e-07	92	9.4069e+00	1.8051e-07	8.6120e-01	1.3880e-01	1.0630e+00	6.3000e-01	1.1330e+00	7.6800e-01	1.1000e+00	6.5200e-01	1.7280e+00		7.6625e-01	2.8163e-01	-1.7919e-01	17021	8	5	8	8.8379e-04	8.4345e-04	125527	217	0	125744	8.6324e-04	9.3702e-02	3.2652e-04	8.7169e-05	2.0190e-04	1.0874e-04	6.0702e-04	1.6922e-03	4.9669e-04	9.8556e-05	3.0763e-04	8.6734e-05	1.9843e-04	1.0874e-04	6.0070e-04	1.6362e-03	4.8904e-04	9.7993e-05	protein_coding	ENSG00000228727	2	534	5	protein_coding	2053	2.3196e-07	10	9.5492e+00	1.0472e+00	NA	6	31730576	31732628
MRPS10	ENST00000053468	113	1.0267e+02	1.1007e+00	4.9132e-06	1290	39	3.7921e+01	1.0285e+00	510	44	3.7603e+01	1.1701e+00	1.9200e-06	364	13	6.3636e-07	148	1.1576e+01	1.0138e-09	9.5123e-01	4.8767e-02	1.1230e+00	9.1800e-01	1.5040e+00	9.4400e-01	1.2870e+00	7.2800e-01	1.7300e+00		-8.2000e-01	-3.6244e-01	-3.8790e-01	17032	8	5	13	6.8341e-05	8.0250e-06	125728	17	0	125745	6.7599e-05	5.7461e-04	6.1523e-05	8.6790e-05	0.0000e+00	1.6593e-04	4.6245e-05	7.1036e-05	0.0000e+00	3.2821e-05	6.1518e-05	8.6729e-05	0.0000e+00	1.6311e-04	4.6195e-05	7.0322e-05	0.0000e+00	3.2663e-05	protein_coding	ENSG00000048544	2	603	7	protein_coding	11065	2.8212e-02	4	9.5859e+00	4.1728e-01	NA	6	42174539	42185603
OR11A1	ENST00000377149	159	1.7018e+02	9.3431e-01	8.1228e-06	2032	46	4.4689e+01	1.0293e+00	599	75	7.0528e+01	1.0634e+00	3.5278e-06	699	4	1.9665e-07	68	4.7291e+00	2.5494e-03	4.2865e-01	5.6880e-01	8.4582e-01	8.8200e-01	1.2890e+00	8.2000e-01	1.0660e+00	4.1100e-01	1.7320e+00		-4.1855e-01	3.0453e-01	3.1069e-01	17043	8	5	10	6.0913e-05	1.2204e-05	123392	15	0	123407	6.0776e-05	4.5584e-04	6.6208e-05	8.7012e-05	0.0000e+00	1.0952e-04	0.0000e+00	4.5215e-05	0.0000e+00	1.3170e-04	6.6079e-05	8.7006e-05	0.0000e+00	1.0942e-04	0.0000e+00	4.5107e-05	0.0000e+00	1.3168e-04	protein_coding	ENSG00000204694	2	945	1	protein_coding	31568	4.3484e-02	2	2.8017e+00	7.1386e-01	NA	6	29393281	29424848
HIST1H4J	ENST00000355057	44	5.8701e+01	7.4956e-01	2.7472e-06	642	17	1.7453e+01	9.7406e-01	214	77	2.4945e+01	3.0867e+00	1.1963e-06	232	0	3.8612e-08	19	9.4578e-01	3.8683e-01	1.2812e-01	4.8506e-01	0.0000e+00	1.8190e+00	1.9960e+00	5.8800e-01	9.6400e-01	0.0000e+00	1.7370e+00	syn_outlier	-8.1927e+00	6.8186e-01	9.0118e-01	17083	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000197238	2	309	1	protein_coding	374	4.2375e-01	0	1.0337e+00	0.0000e+00	NA	6	27791884	27792257
PSORS1C2	ENST00000259845	65	7.1177e+01	9.1322e-01	3.7572e-06	834	26	3.0380e+01	8.5582e-01	353	22	2.8313e+01	7.7703e-01	1.6176e-06	290	4	2.7149e-07	44	4.6910e+00	2.4913e-03	4.3369e-01	5.6382e-01	8.5270e-01	5.5400e-01	1.1100e+00	7.4700e-01	1.1230e+00	4.1400e-01	1.7380e+00		9.3264e-01	2.6018e-01	2.9564e-01	17092	8	5	8	7.6245e-02	7.6170e-02	110469	14493	766	125728	6.2645e-02	4.9340e+02	3.7943e-02	3.6762e-02	4.4957e-02	1.2809e-02	1.0466e-01	1.0190e-01	7.8131e-02	6.9976e-02	3.2708e-02	2.8489e-02	2.9731e-02	1.1703e-02	9.4955e-02	8.5468e-02	6.1868e-02	5.4496e-02	protein_coding	ENSG00000204538	2	408	2	protein_coding	1815	1.0450e-01	2	4.7345e+00	4.2243e-01	NA	6	31105313	31107127
LSM2	ENST00000375661	14	5.0505e+01	2.7720e-01	2.6032e-06	610	3	1.2931e+01	2.3200e-01	151	17	2.1779e+01	7.8056e-01	1.2372e-06	181	7	3.8413e-07	78	7.0626e+00	2.4045e-05	6.8440e-01	3.1558e-01	9.9114e-01	5.3300e-01	1.1710e+00	1.8200e-01	4.3300e-01	5.5900e-01	1.7380e+00		8.0503e-01	1.8254e+00	2.1822e-02	17093	8	5	9	5.9106e-05	1.7730e-05	123436	14	0	123450	5.6705e-05	3.9694e-04	6.6392e-05	0.0000e+00	0.0000e+00	5.5928e-05	4.7975e-05	6.5297e-05	1.7355e-04	9.8764e-05	6.5844e-05	0.0000e+00	0.0000e+00	5.4718e-05	4.6220e-05	6.3129e-05	1.6454e-04	9.8761e-05	protein_coding	ENSG00000204392	2	285	5	protein_coding	9589	5.9628e-03	4	6.0497e+00	6.6119e-01	NA	6	31765173	31774761
FKBP1C	ENST00000370659	89	6.7144e+01	1.3255e+00	3.9968e-06	702	16	1.4677e+01	1.0902e+00	197	30	2.4799e+01	1.2097e+00	1.4528e-06	218	2	2.1041e-07	25	2.9161e+00	4.1342e-02	2.8719e-01	6.7147e-01	6.8585e-01	9.0400e-01	1.6360e+00	1.1160e+00	1.5810e+00	2.7100e-01	1.7490e+00		-8.2103e-01	-9.4784e-01	4.9711e-01	17179	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000198225	2	324	1	protein_coding	1579	6.0547e-04	4	2.4420e+00	1.6380e+00	NA	6	63921351	63922929
LY86	ENST00000379953	94	8.5116e+01	1.1044e+00	4.4791e-06	1042	36	3.1518e+01	1.1422e+00	396	37	3.3503e+01	1.1044e+00	2.0584e-06	305	7	2.9305e-07	95	6.9741e+00	2.2513e-05	6.9457e-01	3.0541e-01	1.0037e+00	8.4800e-01	1.4530e+00	9.3400e-01	1.3110e+00	5.6600e-01	1.7500e+00		-4.7499e-01	-3.4220e-01	-9.0718e-03	17187	8	5	10	3.4868e-04	2.2704e-04	125659	85	0	125744	3.3805e-04	1.4369e-02	2.7692e-04	1.7483e-03	0.0000e+00	1.0873e-04	0.0000e+00	1.3909e-04	5.0360e-04	6.5330e-05	2.4609e-04	1.7360e-03	0.0000e+00	1.0874e-04	0.0000e+00	1.2307e-04	4.8872e-04	6.5327e-05	protein_coding	ENSG00000112799	2	486	5	protein_coding	66876	9.9806e-06	7	5.7645e+00	1.2143e+00	NA	6	6588341	6655216
C6orf223	ENST00000336600	140	1.2509e+02	1.1192e+00	5.9213e-06	1444	11	1.0042e+01	1.0953e+00	97	69	5.3915e+01	1.2798e+00	2.5619e-06	561	5	2.2671e-07	75	5.3737e+00	5.0936e-04	5.3492e-01	4.6457e-01	9.3046e-01	1.0530e+00	1.5640e+00	9.7500e-01	1.2880e+00	4.8000e-01	1.7570e+00		-1.6149e+00	-4.7380e-01	1.4938e-01	17235	8	5	4	1.1565e-04	9.5462e-05	125717	29	0	125746	1.1532e-04	1.6722e-03	7.3819e-04	1.4463e-04	0.0000e+00	1.0971e-04	0.0000e+00	7.9557e-05	1.6287e-04	0.0000e+00	7.3846e-04	1.4456e-04	0.0000e+00	1.0874e-04	0.0000e+00	7.9111e-05	1.6288e-04	0.0000e+00	protein_coding	ENSG00000181577	2	726	4	protein_coding	5379	2.0491e-02	3	4.8839e+00	6.1426e-01	NA	6	43968317	43973695
TREML4	ENST00000341495	117	1.0456e+02	1.1190e+00	4.8120e-06	1269	26	2.4229e+01	1.0731e+00	328	38	3.9559e+01	9.6059e-01	1.8886e-06	399	13	4.8018e-07	128	1.1273e+01	7.7513e-10	9.5824e-01	4.1755e-02	1.1532e+00	7.4000e-01	1.2590e+00	9.6200e-01	1.3050e+00	7.4700e-01	1.7600e+00		1.9483e-01	-4.3224e-01	-4.7662e-01	17260	8	5	2	2.0160e-05	1.6183e-05	125741	5	0	125746	1.9882e-05	4.9704e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.4644e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.3950e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000188056	2	600	5	protein_coding	10559	2.7830e-05	7	7.0893e+00	9.8741e-01	NA	6	41196062	41206620
LY6G6C	ENST00000375819	63	7.3345e+01	8.5895e-01	4.1527e-06	792	24	2.9608e+01	8.1058e-01	310	21	2.8225e+01	7.4402e-01	1.3091e-06	266	5	2.2594e-07	63	5.3248e+00	4.9312e-04	5.4145e-01	4.5806e-01	9.3900e-01	5.2700e-01	1.0710e+00	7.0000e-01	1.0590e+00	4.8400e-01	1.7640e+00		1.0691e+00	4.2927e-01	1.3044e-01	17287	9	5	9	1.3697e-04	8.1139e-05	125712	34	0	125746	1.3520e-04	2.2986e-03	6.1516e-05	2.9138e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.4250e-04	0.0000e+00	1.6331e-04	6.1518e-05	2.8911e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.3735e-04	0.0000e+00	1.6333e-04	protein_coding	ENSG00000204421	2	375	3	protein_coding	3198	1.6527e-03	4	3.8545e+00	1.0378e+00	NA	6	31686425	31689622
CLPS	ENST00000259938	59	6.7927e+01	8.6858e-01	4.0072e-06	710	21	2.8946e+01	7.2548e-01	308	26	2.6450e+01	9.8297e-01	1.6456e-06	210	3	1.5323e-07	49	3.6616e+00	9.5685e-03	3.7868e-01	6.1175e-01	8.1932e-01	7.2000e-01	1.3640e+00	7.0300e-01	1.0790e+00	3.6400e-01	1.7700e+00		6.8839e-02	3.8490e-01	3.2039e-01	17319	9	5	4	3.1875e-05	1.9918e-05	125736	8	0	125744	3.1811e-05	1.2725e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.2881e-05	0.0000e+00	6.5336e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.2742e-05	0.0000e+00	6.5327e-05	protein_coding	ENSG00000137392	2	336	3	protein_coding	2330	5.6275e-02	2	3.3206e+00	6.0231e-01	NA	6	35762759	35765088
FAM26F	ENST00000368605	128	1.3425e+02	9.5344e-01	6.3285e-06	1970	34	4.5675e+01	7.4439e-01	701	54	6.1393e+01	8.7958e-01	3.0829e-06	653	3	1.5667e-07	50	3.6419e+00	9.4610e-03	3.8119e-01	6.0935e-01	8.2374e-01	7.0600e-01	1.1030e+00	8.2500e-01	1.1040e+00	3.6500e-01	1.7730e+00		7.4167e-01	1.9170e-01	3.1170e-01	17344	9	5	1	4.2309e-06	4.2309e-06	118177	1	0	118178	4.2309e-06	2.1155e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.1303e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.1303e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000188820	2	945	2	protein_coding	2402	1.7993e-05	6	3.6932e+00	1.6246e+00	NA	6	116782533	116784934
OR2H2	ENST00000383640	149	1.6209e+02	9.1925e-01	8.2316e-06	1995	41	4.4992e+01	9.1128e-01	616	75	7.0088e+01	1.0701e+00	3.5746e-06	691	7	3.5838e-07	70	6.7563e+00	1.9104e-05	7.1881e-01	2.8117e-01	1.0361e+00	8.8700e-01	1.2970e+00	8.0400e-01	1.0530e+00	5.8300e-01	1.7770e+00		-4.6117e-01	3.6531e-01	-8.6895e-02	17367	9	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000204657	2	936	1	protein_coding	1063	8.9946e-02	2	4.3677e+00	4.5791e-01	NA	6	29555683	29556745
MRPL14	ENST00000372014	87	9.4476e+01	9.2087e-01	5.6819e-06	947	39	4.6412e+01	8.4030e-01	405	30	3.6636e+01	8.1888e-01	2.1846e-06	306	6	5.3626e-07	44	5.9477e+00	9.2387e-05	6.4624e-01	3.5367e-01	1.0088e+00	6.1200e-01	1.1110e+00	7.7300e-01	1.1010e+00	5.4500e-01	1.7840e+00		8.6178e-01	2.7331e-01	-1.9878e-02	17418	9	5	9	6.7898e-05	2.3925e-05	125731	17	0	125748	6.7598e-05	5.7460e-04	0.0000e+00	1.7507e-04	0.0000e+00	5.4383e-05	0.0000e+00	7.0537e-05	1.6340e-04	3.2663e-05	0.0000e+00	1.7347e-04	0.0000e+00	5.4367e-05	0.0000e+00	7.0320e-05	1.6288e-04	3.2663e-05	protein_coding	ENSG00000180992	2	435	2	protein_coding	14001	3.6999e-02	3	6.1724e+00	4.8603e-01	NA	6	44081194	44095194
KHDC1	ENST00000370384	129	1.3367e+02	9.6503e-01	7.3737e-06	1534	35	3.6883e+01	9.4896e-01	393	49	5.1223e+01	9.5660e-01	3.1161e-06	467	13	5.6264e-07	108	1.1010e+01	6.1330e-10	9.6355e-01	3.6454e-02	1.1807e+00	7.6000e-01	1.2140e+00	8.3600e-01	1.1170e+00	7.6400e-01	1.7850e+00		2.4415e-01	1.4366e-01	-5.5576e-01	17420	9	5	13	7.6427e-05	1.2043e-05	124782	19	0	124801	7.6124e-05	7.2321e-04	6.4583e-05	2.8986e-05	0.0000e+00	0.0000e+00	0.0000e+00	1.1554e-04	0.0000e+00	1.3074e-04	6.4527e-05	2.8962e-05	0.0000e+00	0.0000e+00	0.0000e+00	1.1475e-04	0.0000e+00	1.3072e-04	protein_coding	ENSG00000135314	2	711	5	protein_coding	69052	6.8013e-05	7	8.3797e+00	8.3535e-01	NA	6	73951037	74020088
HINT3	ENST00000229633	82	9.8587e+01	8.3175e-01	4.3450e-06	1189	12	2.0160e+01	5.9524e-01	256	33	3.7800e+01	8.7301e-01	1.7514e-06	342	8	3.1152e-07	100	7.4348e+00	3.4813e-06	7.9319e-01	2.0681e-01	1.0760e+00	6.6100e-01	1.1670e+00	6.9500e-01	9.9900e-01	6.2500e-01	1.7850e+00		6.1375e-01	5.9364e-01	-1.9208e-01	17421	9	5	10	2.0991e-03	1.6671e-03	125227	507	2	125736	2.0261e-03	5.1617e-01	2.4835e-04	7.2211e-04	1.9436e-03	5.5475e-05	2.0555e-03	2.6319e-03	1.3596e-03	4.0310e-03	2.4609e-04	6.6511e-04	1.8867e-03	5.4367e-05	2.0346e-03	2.5615e-03	1.3046e-03	3.8944e-03	protein_coding	ENSG00000111911	2	546	5	protein_coding	23461	9.6713e-02	2	4.5430e+00	4.4024e-01	NA	6	126277927	126301387
NMBR	ENST00000258042	266	2.3169e+02	1.1481e+00	1.3123e-05	2551	96	8.4480e+01	1.1364e+00	1010	100	9.6689e+01	1.0342e+00	6.1981e-06	797	11	4.0070e-07	133	9.5555e+00	1.9761e-08	9.2523e-01	7.4773e-02	1.1512e+00	8.7900e-01	1.2210e+00	1.0380e+00	1.2710e+00	7.2000e-01	1.7890e+00		-2.6466e-01	-8.0094e-01	-4.3303e-01	17452	9	5	22	4.7425e-04	2.6937e-04	125633	115	0	125748	4.5737e-04	2.6305e-02	3.7181e-04	2.3518e-04	0.0000e+00	1.0886e-04	3.5751e-04	6.2004e-04	1.0210e-03	5.9427e-04	3.6916e-04	2.3129e-04	0.0000e+00	1.0874e-04	3.2341e-04	5.9788e-04	9.7768e-04	5.8810e-04	protein_coding	ENSG00000135577	2	1170	3	protein_coding	30470	7.4239e-04	5	5.7709e+00	8.6641e-01	NA	6	142379467	142409936
